Prospect ID,Firm Name,Website,Contact Page URL,Public Business Email,Secondary Public Email,Phone Number,City,State,Practice Area,Decision Maker Name,Decision Maker Title,Decision Maker LinkedIn URL,Firm LinkedIn URL,Estimated Firm Size,Founder-Led Signal,Main Pain Signal,Authority Score,Pain Score,Payment Capacity Score,Ease of Entry Score,Total Score,Tier,Personalization Observation,Outreach Angle,Evidence / Source Notes,Public Source URL for Email,Status
TX-IMM-00106,"Rodriguez Longoria Law Firm, PLLC",http://rodriguezlongorialaw.com/,http://rodriguezlongorialaw.com/,anapbm@gmail.com,,+956-371-9795,Houston,Texas,"Business, Consumer, Criminal, Family, International, Labor-Employment, Litigation: Commercial, Litigation: Personal Injury, Oil, Gas and Energy Resources, Real Estate, Immigration",Jose Guadalupe Rodriguez IV,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,unknown,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Rodriguez Longoria Law Firm, PLLC', size 'None Specified', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: schedule consultation, free consultation, call now, consultation CTA. Website sub-practice signals: asylum, deport, removal, citizenship. Public website email found on http://rodriguezlongorialaw.com/.",http://rodriguezlongorialaw.com/,ready_outreach
TX-IMM-00107,"Sandra Lee Law Group, PLLC",http://www.sandraleelawgroup.com/,https://sandraleelawgroup.com/contact,info@sandraleelawgroup.com,,+713-551-1036,Houston,Texas,"Business, Wills-Trusts-Probate, Immigration, Contracts",Sandra Lee,Founder,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Sandra Lee Law Group, PLLC', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: consultation CTA. Public website email found on http://www.sandraleelawgroup.com/.",http://www.sandraleelawgroup.com/,ready_outreach
TX-IMM-00108,"Schwartz Immigration Law, PLLC",http://www.schwartzimmigration.com/,http://www.schwartzimmigration.com/contact-us-1,amkryukov@gmail.com,jonpinhorn.typedesign@gmail.com,+713-337-5270,Houston,Texas,Immigration,Ana Maria Schwartz,Owner,http://www.linkedin.com/pub/ana-maria-schwartz/4/2a4/a93,,1,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Schwartz Immigration Law, PLLC', size 'Solo', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: spanish-language positioning, consultation CTA. Website sub-practice signals: deport, removal, uscis, green card. Public website email found on http://www.schwartzimmigration.com/.",http://www.schwartzimmigration.com/,ready_outreach
TX-IMM-00109,See You At The Top Law,http://www.seeyouatthetoplaw.com/,https://seeyouatthetoplaw.com/contact,info@seeyouatthetoplaw.com,"href= ""mailto: info@seeyouatthetoplaw.com"">",+713-224-7472,Houston,Texas,"Bankruptcy, Business, Technology, Consumer, Creditor-Debtor, Criminal, Ethics-Legal Malpractice, Family, Government/Administrative, Insurance, Intellectual Property, International, Litigation: Commercial, Litigation: Personal Injury, Law Office Management, Oil, Gas and Energy Resources, Real Estate, Taxation, Wills-Trusts-Probate, Entertainment, Immigration, Juvenile, Collaborative Law, Workers' Compensation, Appellate: Criminal, Non-Profits",Ira Harvey Chenkin,Owner,https://www.linkedin.com/company/state-bar-of-texas,https://www.linkedin.com/company/seeyouatthetoplaw/,1,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'See You At The Top Law', size 'Solo', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: free consultation, consultation CTA. Website sub-practice signals: removal. Public website email found on http://www.seeyouatthetoplaw.com/.",http://www.seeyouatthetoplaw.com/,ready_outreach
TX-IMM-00110,"Sexton Law Firm, PLLC",http://www.sextonlawfirm713.com/,https://www.sextonlawfirm713.com/contact,info@sextonlawfirm.net,info@mysite.com,+713-732-9892,Houston,Texas,"Alternative Dispute Resolution, Consumer, Criminal, International, Labor-Employment, Litigation: Personal Injury, Wills-Trusts-Probate, Elder Law, Entertainment, Immigration, Disability Law, Mediation, Civil Rights, Contracts",Sydney Symone Sexton,Principal Attorney,http://www.linkedin.com/in/sydney-symone-sexton-esq-ba-jd-8593513a/,https://www.linkedin.com/company/wix-com,unknown,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Sexton Law Firm, PLLC', size 'None Specified', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: schedule consultation, consultation CTA. Public website email found on http://www.sextonlawfirm713.com/.",http://www.sextonlawfirm713.com/,ready_outreach
TX-IMM-00111,Sheridan Green Law PLLC,http://www.greenvisalaw.com/,https://www.greenvisalaw.com/contact,greenvisalaw@gmail.com,,+435-668-9494,Houston,Texas,Immigration,Sheridan Gary Green,Owner,http://www.linkedin.com/in/sheridan-green-20629b24,,1,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Sheridan Green Law PLLC', size 'Solo', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: language translation. Website sub-practice signals: uscis, green card, visa, waiver. Public website email found on https://www.greenvisalaw.com/contact.",https://www.greenvisalaw.com/contact,ready_outreach
TX-IMM-00112,"Silvia Mintz, Attorney at Law",http://www.silviamintz.com/,https://www.silviamintz.com/contacto,info@silviamintz.com,,+713-880-3700,Houston,Texas,"Family, Real Estate, Wills-Trusts-Probate, Immigration",Silvia Maria Valle Mintz,Owner,https://www.linkedin.com/company/state-bar-of-texas,,1,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Silvia Mintz, Attorney at Law', size 'Solo', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: language translation. Website sub-practice signals: deport, uscis, visa, waiver. Public website email found on http://www.silviamintz.com/.",http://www.silviamintz.com/,ready_outreach
TX-IMM-00113,Stacey L. Morgan Attorney at Law PLLC,http://www.slmorganlaw.com/,https://slmorganlaw.com/contact,info@staceylmorgan.com,,+713-320-0227,Houston,Texas,"Criminal, Immigration, Juvenile",Stacey Leaness Morgan,Principal Attorney,http://www.linkedin.com/stacey-morgan-a189633a,,unknown,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Stacey L. Morgan Attorney at Law PLLC', size 'None Specified', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: consultation CTA, bilingual positioning, spanish-language positioning. Public website email found on http://www.slmorganlaw.com/.",http://www.slmorganlaw.com/,ready_outreach
TX-IMM-00114,The Brown Law Group,http://www.brownlawgrouptx.com/,http://www.brownlawgrouptx.com/,info@brownlawgrouptx.com,,+713-334-2667,Houston,Texas,"Family, Litigation: Personal Injury, Immigration, Contracts",Conrell Brown,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'The Brown Law Group', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: free consultation, call now, consultation CTA. Website sub-practice signals: asylum, removal, citizenship, green card. Public website email found on http://www.brownlawgrouptx.com/.",http://www.brownlawgrouptx.com/,ready_outreach
TX-IMM-00115,The Ezer Law Group PLLC,http://www.ezerlawgroup.com/,https://ezerlawgroup.com/contacts,info@ezerlawgroup.com,,+281-404-7781,Houston,Texas,Immigration,Nicole Lawrence Ezer,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,unknown,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: board certified in Immigration and Nationality Law. Texas Bar detail: firm 'The Ezer Law Group PLLC', size 'None Specified', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: consultation CTA. Website sub-practice signals: removal, citizenship, green card, visa. Public website email found on http://www.ezerlawgroup.com/.",http://www.ezerlawgroup.com/,ready_outreach
TX-IMM-00116,The Gbenjo Law Group,http://gbenjolawgroup.com/,http://gbenjolawgroup.com/,alex@privsa.com,yourlawgroup@yahoo.com,+713-771-4775,Houston,Texas,"Family, Insurance, Labor-Employment, Litigation: Personal Injury, Immigration, Civil Rights",Anne Gbenjo,Partner,https://www.linkedin.com/company/state-bar-of-texas,,2-5,likely,bilingual service delivery pressure,2,3,3,3,11,Tier A,Small Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'The Gbenjo Law Group', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: spanish-language positioning, consultation CTA. Public website email found on http://gbenjolawgroup.com/. Public email domain differs from firm branding; marked review_needed.",http://gbenjolawgroup.com/,review_needed
TX-IMM-00117,"The Goins Law Group, LLC",http://www.GoinsLaw.com/,https://goinslaw.com/contact-us,info@goinslaw.com,mika@goinslaw.com,+713-338-2262,Houston,Texas,"Business, Criminal, Family, Insurance, Labor-Employment, Litigation: Personal Injury, Oil, Gas and Energy Resources, Wills-Trusts-Probate, Entertainment, Immigration, Juvenile, Workers' Compensation",Jonathan D'Rob Goins,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'The Goins Law Group, LLC', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: free consultation, consultation CTA. Public website email found on http://www.GoinsLaw.com/.",http://www.GoinsLaw.com/,ready_outreach
TX-IMM-00118,"The James Hernandez Law Firm, PLLC",http://www.jhernandezlaw.com/,http://www.jhernandezlaw.com/contact,james@jhernandezlaw.com,,+713-789-0660,Houston,Texas,"Criminal, Family, Immigration, Non-Profits",James Anthony Hernandez,Owner,https://www.linkedin.com/company/state-bar-of-texas,,1,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'The James Hernandez Law Firm, PLLC', size 'Solo', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: free consultation, spanish-language positioning, consultation CTA. Website sub-practice signals: deport, visa. Public website email found on http://www.jhernandezlaw.com/.",http://www.jhernandezlaw.com/,ready_outreach
TX-IMM-00119,"The Opande Law Firm, PC",http://www.opandelaw.com/,http://www.opandelaw.com/contact.php,info@opandelaw.com,laban@opandelaw.com,+713-721-1300,Houston,Texas,"Business, Criminal, Family, Litigation: Personal Injury, Wills-Trusts-Probate, Immigration",Laban Ogero Opande,Principal Attorney,http://www.linkedin.com/labanopande,,2-5,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'The Opande Law Firm, PC', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: spanish-language positioning. Website sub-practice signals: green card, visa. Public website email found on http://www.opandelaw.com/.",http://www.opandelaw.com/,ready_outreach
TX-IMM-00120,The Rushton Law Firm,http://www.rushtonlaw.com/,http://www.rushtonlaw.com/,contact@rushtonhoffmanlaw.com,,+713-838-8500,Houston,Texas,Immigration,Lawrence Erik Rushton,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'The Rushton Law Firm', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: language translation. Website sub-practice signals: deport, citizenship. Public website email found on http://www.rushtonlaw.com/.",http://www.rushtonlaw.com/,ready_outreach
TX-IMM-00121,The Villa law firm,http://Www.villafirm.law/,http://Www.villafirm.law/contact-us,edwin@villafirm.law,,+--,Houston,Texas,"Family, Labor-Employment, Litigation: Personal Injury, Immigration, Appellate: Criminal, Disability Law",Edwin Enrique Villa,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,unknown,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'The Villa law firm', size 'None Specified', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: free consultation, consultation CTA, spanish-language positioning. Website sub-practice signals: asylum, deport, removal. Public website email found on http://Www.villafirm.law/.",http://Www.villafirm.law/,ready_outreach
TX-IMM-00122,Tritico & Rainey,http://www.triticorainey.com/,http://www.triticorainey.com/contact,ctritico@triticorainey.com,,+713-581-3399,Houston,Texas,"Administrative and Public, Business, Criminal, Environmental, Government/Administrative, International, Labor-Employment, Litigation: Personal Injury, Immigration, School Law, Workers' Compensation",Daniel L. Martinez,Owner,http://www.linkedin.com/in/dan-martinez-8829bb3,,1,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Tritico & Rainey', size 'Solo', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: free consultation, consultation CTA. Public website email found on http://www.triticorainey.com/.",http://www.triticorainey.com/,ready_outreach
TX-IMM-00123,Vega & Associates. PLLC,http://www.adanvega.com/,http://www.adanvega.com/,avega@adanvega.com,,+713-527-9606,Houston,Texas,Immigration,Adan G. Vega,Partner,https://www.linkedin.com/company/state-bar-of-texas,,2-5,likely,bilingual service delivery pressure,2,3,3,3,11,Tier A,Small Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: board certified in Immigration and Nationality Law. Texas Bar detail: firm 'Vega & Associates. PLLC', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: schedule consultation, book consultation, spanish-language positioning, consultation CTA. Website sub-practice signals: asylum, deport, removal, naturalization. Public website email found on http://www.adanvega.com/.",http://www.adanvega.com/,ready_outreach
TX-IMM-00124,Vijay K. Kale PC,http://www.kalelaw.com/,https://kalelaw.com/contact,assistant@kalelaw.com,,+713-981-5253,Houston,Texas,Immigration,Vijay Kumar Kale,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Vijay K. Kale PC', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: consultation CTA. Website sub-practice signals: citizenship, green card, visa. Public website email found on http://www.kalelaw.com/.",http://www.kalelaw.com/,ready_outreach
TX-IMM-00125,Wang Law Firm,https://www.mylawyerwang.com/,https://www.mylawyerwang.com/contact,info@mylawyerwang.com,,+713-471-8963,Houston,Texas,Immigration,Houyi Wang,Principal Attorney,http://www.linkedin.com/pub/houyi-wang-harry/6/612/56b,,unknown,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Wang Law Firm', size 'None Specified', occupation 'Private Law Practice', city 'Houston'. Website sub-practice signals: family immigration, visa, waiver, uscis. Public website email found on https://www.mylawyerwang.com/.",https://www.mylawyerwang.com/,ready_outreach
TX-IMM-00126,Zamora Legal Defense,http://trinidadzamora.net/,https://trinidadzamora.net/contact_us-2,trinidad@trinidadzamora.net,,+281-786-0873,Houston,Texas,"Criminal, Immigration",Trinidad Zamora III,Principal Attorney,http://www.linkedin.com/in/tziiiesq,,2-5,yes,bilingual service delivery pressure,3,3,2,3,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Zamora Legal Defense', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: free consultation, spanish-language positioning, consultation CTA. Public website email found on http://trinidadzamora.net/.",http://trinidadzamora.net/,ready_outreach
TX-IMM-00127,"Bailey Reyes, PLLC",https://www.baileyreyes.com/,https://www.baileyreyes.com/,,,+409-239-0123,Houston,Texas,"Family, Litigation: Personal Injury, Immigration",Julliana Reyes,Principal Attorney,http://www.linkedin.com/juliereyes1,,2-5,yes,bilingual service delivery pressure,3,3,3,2,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Bailey Reyes, PLLC', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: book consultation, consultation CTA, schedule consultation. Website sub-practice signals: visa. No public website email found; contact route available at https://www.baileyreyes.com/.",,review_needed
TX-IMM-00128,Brian Plotts Attorney at Law P.C.,http://www.plottslawfirm.com/,https://plottslawfirm.com/contact,,,+713-626-8822,Houston,Texas,"International, Immigration",Brian Lee Plotts,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,2,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: board certified in Immigration and Nationality Law. Texas Bar detail: firm 'Brian Plotts Attorney at Law P.C.', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: spanish-language positioning. Website sub-practice signals: deport, green card, naturalization, visa. No public website email found; contact route available at https://plottslawfirm.com/contact.",,review_needed
TX-IMM-00129,Giron Kirby Law Group,http://www.gironkirbylaw.com/,https://gironkirbylaw.com/contact,,,+713-955-2065,Houston,Texas,"Litigation: Personal Injury, Immigration",Leslie Gabriela Giron,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,https://www.linkedin.com/company/giron-kirby-law-group,2-5,yes,bilingual service delivery pressure,3,3,3,2,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: board certified in Immigration and Nationality Law. Texas Bar detail: firm 'Giron Kirby Law Group', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: schedule consultation, bilingual positioning, consultation CTA. Website sub-practice signals: citizenship. No public website email found; contact route available at https://gironkirbylaw.com/contact.",,review_needed
TX-IMM-00130,Law Office of David A Breston,http://www.davidbreston.com/,http://www.davidbreston.com/contact,,,+713-224-4040,Houston,Texas,"Criminal, Immigration, Juvenile",David A. Breston,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,2,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Law Office of David A Breston', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: free consultation, bilingual positioning, spanish-language positioning, consultation CTA. Website sub-practice signals: citizenship, asylum, deport, removal. No public website email found; contact route available at http://www.davidbreston.com/contact.",,review_needed
TX-IMM-00131,"Law Office of Lorena N. Gutierrez, PLLC",http://www.LNGlawoffice.com/,https://lnglawoffice.com/contact-us,,,+832-793-7505,Houston,Texas,"Criminal, Family, Litigation: Personal Injury, Wills-Trusts-Probate, Immigration, Juvenile",Lorena N. Gutierrez,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,2,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Law Office of Lorena N. Gutierrez, PLLC', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website sub-practice signals: asylum, deport, removal, naturalization. No public website email found; contact route available at https://lnglawoffice.com/contact-us.",,review_needed
TX-IMM-00132,Parada Law,http://tonyparadalaw.com/,http://tonyparadalaw.com/contact,,,+832-681-6383,Houston,Texas,"Criminal, Litigation: Personal Injury, Immigration",Tony Edwin Parada,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,2,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Parada Law', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: schedule consultation, spanish-language positioning, consultation CTA. Website sub-practice signals: asylum, deport, removal, citizenship. No public website email found; contact route available at http://tonyparadalaw.com/contact.",,review_needed
TX-IMM-00133,Rahgozar Law Firm PLLC,http://www.rahgozarlaw.com/,https://rahgozarlaw.com/contact-us,,,+832-792-3636,Houston,Texas,"Intellectual Property, International, Litigation: Personal Injury, Wills-Trusts-Probate, Immigration, Workers' Compensation",Pegah Rahgozar,Principal Attorney,http://www.linkedin.com/pegah-rahgozar-esq-1a211629,,2-5,yes,bilingual service delivery pressure,3,3,3,2,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Rahgozar Law Firm PLLC', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: free consultation, consultation CTA. No public website email found; contact route available at https://rahgozarlaw.com/contact-us.",,review_needed
TX-IMM-00134,The Goldberg Law Office PLLC,http://www.studentimmigrationlawyer.com/,http://www.studentimmigrationlawyer.com/contact-us.html,,,+713-942-0600,Houston,Texas,"Insurance, Litigation: Personal Injury, Wills-Trusts-Probate, Immigration",Sara Vicenta Coane Goldberg,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,2,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'The Goldberg Law Office PLLC', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: book consultation, spanish-language positioning, consultation CTA. Website sub-practice signals: visa. No public website email found; contact route available at http://www.studentimmigrationlawyer.com/contact-us.html.",,review_needed
TX-IMM-00135,The Potter Law Group,http://www.toplawyertexas.com/,http://www.toplawyertexas.com/contact,,,+832-446-3384,Houston,Texas,"Family, Immigration",Lisa Monique Potter,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,https://www.linkedin.com/company/90576638/admin/feed/posts/,2-5,yes,bilingual service delivery pressure,3,3,3,2,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'The Potter Law Group', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: free consultation, consultation CTA. Website sub-practice signals: deport, naturalization, citizenship, green card. No public website email found; contact route available at http://www.toplawyertexas.com/contact.",,review_needed
TX-IMM-00136,"Valdez Legal Advocacy, PLLC",https://vlapllc.com/,https://vlapllc.com/contact,,,+281-742-9242,Houston,Texas,"Consumer, Family, Insurance, Litigation: Commercial, Litigation: Personal Injury, Real Estate, Wills-Trusts-Probate, Immigration",Daniel Leon Valdez,Principal Attorney,http://www.linkedin.com/pub/daniel-valdez/47/5b6/2a4,https://www.linkedin.com/company/valdez-legal-advocacy-pllc/,2-5,yes,bilingual service delivery pressure,3,3,3,2,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Valdez Legal Advocacy, PLLC', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: consultation CTA, spanish-language positioning. Website sub-practice signals: citizenship. No public website email found; contact route available at https://vlapllc.com/contact.",,review_needed
TX-IMM-00137,"Zavala Law Firm, PLLC",http://www.zavalalawfirmpllc.com/,http://www.zavalalawfirmpllc.com/,,,+713-766-6720,Houston,Texas,Immigration,Eliud Magdiel Zavala,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,2,11,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: board certified in Immigration and Nationality Law. Texas Bar detail: firm 'Zavala Law Firm, PLLC', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: spanish-language positioning, consultation CTA. Website sub-practice signals: asylum, deport, removal, naturalization. No public website email found; contact route available at http://www.zavalalawfirmpllc.com/.",,review_needed
TX-IMM-00138,Abbasi Law Office,http://www.abbasilawoffice.com/,http://www.abbasilawoffice.com/contact,info@abbasilawoffice.com,,+281-704-6612,Houston,Texas,"Business, Insurance, Intellectual Property, International, Real Estate, Immigration",Sheraz Abbasi,Owner,https://www.linkedin.com/company/state-bar-of-texas,,1,yes,bilingual service delivery pressure,3,3,1,3,10,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Abbasi Law Office', size 'Solo', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: spanish-language positioning, consultation CTA, free consultation. Website sub-practice signals: deport, naturalization, citizenship, green card. Public website email found on http://www.abbasilawoffice.com/.",http://www.abbasilawoffice.com/,ready_outreach
TX-IMM-00139,Adam Bernard Attorneys,http://www.adambernards.com/,https://adambernards.com/book-video-consultation,info@adambernards.com,,+346-355-6111,Houston,Texas,"Administrative and Public, Alternative Dispute Resolution, Business, Creditor-Debtor, International, Litigation: Commercial, Oil, Gas and Energy Resources, Real Estate, Wills-Trusts-Probate, Immigration, Construction, Finance, Non-Profits, Contracts",Joseph G. Soliz,Attorney at Law,http://www.linkedin.com/profile/view?id=829887&locale=en_us&trk=tab_pro,https://www.linkedin.com/company/adam-bernard-attorneys,2-5,likely,bilingual service delivery pressure,1,3,3,3,10,Tier A,Small Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: board certified in Oil, Gas and Mineral Law. Texas Bar detail: firm 'Adam Bernard Attorneys', size '2 to 5', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: consultation CTA, schedule consultation. Website sub-practice signals: naturalization, citizenship, green card, visa. Public website email found on https://adambernards.com/book-video-consultation.",https://adambernards.com/book-video-consultation,ready_outreach
TX-IMM-00140,Alonge Law Firm,http://www.alongelaw.com/,https://www.alongelaw.com/contact-us,info@alongelaw.com,admin@alongelaw.com,+832-500-5782,Houston,Texas,"Criminal, Health Care, Litigation: Personal Injury, Oil, Gas and Energy Resources, Immigration, Appellate: Criminal, Non-Profits, Civil Rights",Oyesanmi Fredrick Alonge,Owner,https://www.linkedin.com/company/state-bar-of-texas,,1,yes,bilingual service delivery pressure,3,3,1,3,10,Tier A,Founder-led Houston immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Alonge Law Firm', size 'Solo', occupation 'Private Law Practice', city 'Houston'. Website CTA signals: consultation CTA. Website sub-practice signals: citizenship, uscis, green card, visa. Public website email found on https://www.alongelaw.com/contact-us.",https://www.alongelaw.com/contact-us,ready_outreach
